BFS_NR,Gebietname,Jahr,Einwohner pro Quadratkilometer
1,Aeugst,2009,220.7
1,Aeugst,2010,231.5
1,Aeugst,2011,242.8
1,Aeugst,2012,248.9
1,Aeugst,2013,250.3
1,Aeugst,2014,248.0
1,Aeugst,2015,252.4
1,Aeugst,2016,250.2
1,Aeugst,2017,245.7
1,Aeugst,2018,250.5
1,Aeugst,2019,250.8
1,Aeugst,2020,254.6
1,Aeugst,2021,251.4
1,Aeugst,2022,252.0
1,Aeugst,2023,252.5
2,Affoltern,2009,1009.9
2,Affoltern,2010,1043.7
2,Affoltern,2011,1050.9
2,Affoltern,2012,1062.7
2,Affoltern,2013,1070.0
2,Affoltern,2014,1088.7
2,Affoltern,2015,1103.3
2,Affoltern,2016,1119.6
2,Affoltern,2017,1139.6
2,Affoltern,2018,1158.7
2,Affoltern,2019,1168.9
2,Affoltern,2020,1163.0
2,Affoltern,2021,1173.6
2,Affoltern,2022,1189.4
2,Affoltern,2023,1216.7
3,Bonstetten,2009,686.6
3,Bonstetten,2010,693.2
3,Bonstetten,2011,693.4
3,Bonstetten,2012,696.8
3,Bonstetten,2013,705.2
3,Bonstetten,2014,708.6
3,Bonstetten,2015,714.4
3,Bonstetten,2016,727.8
3,Bonstetten,2017,737.0
3,Bonstetten,2018,744.5
3,Bonstetten,2019,749.5
3,Bonstetten,2020,754.0
3,Bonstetten,2021,757.0
3,Bonstetten,2022,755.2
3,Bonstetten,2023,760.3
4,Hausen,2009,241.7
4,Hausen,2010,245.8
4,Hausen,2011,245.8
4,Hausen,2012,246.5
4,Hausen,2013,249.7
4,Hausen,2014,253.6
4,Hausen,2015,254.1
4,Hausen,2016,259.9
4,Hausen,2017,266.5
4,Hausen,2018,270.9
4,Hausen,2019,275.1
4,Hausen,2020,278.6
4,Hausen,2021,282.5
4,Hausen,2022,284.1
4,Hausen,2023,290.7
5,Hedingen,2009,521.3
5,Hedingen,2010,521.9
5,Hedingen,2011,530.5
5,Hedingen,2012,536.9
5,Hedingen,2013,549.0
5,Hedingen,2014,558.2
5,Hedingen,2015,559.7
5,Hedingen,2016,561.6
5,Hedingen,2017,563.2
5,Hedingen,2018,568.4
5,Hedingen,2019,575.5
5,Hedingen,2020,578.2
5,Hedingen,2021,575.8
5,Hedingen,2022,589.0
5,Hedingen,2023,600.8
6,Kappel,2009,112.6
6,Kappel,2010,117.2
6,Kappel,2011,121.6
6,Kappel,2012,117.8
6,Kappel,2013,122.0
6,Kappel,2014,129.5
6,Kappel,2015,131.4
6,Kappel,2016,141.8
6,Kappel,2017,143.6
6,Kappel,2018,148.1
6,Kappel,2019,156.1
6,Kappel,2020,159.1
6,Kappel,2021,164.6
6,Kappel,2022,168.9
6,Kappel,2023,169.1
7,Knonau,2009,267.1
7,Knonau,2010,276.8
7,Knonau,2011,290.9
7,Knonau,2012,304.0
7,Knonau,2013,307.1
7,Knonau,2014,312.3
7,Knonau,2015,321.7
7,Knonau,2016,331.5
7,Knonau,2017,353.5
7,Knonau,2018,365.3
7,Knonau,2019,365.6
7,Knonau,2020,364.9
7,Knonau,2021,376.9
7,Knonau,2022,371.5
7,Knonau,2023,376.0
8,Maschwanden,2009,125.6
8,Maschwanden,2010,130.8
8,Maschwanden,2011,137.0
8,Maschwanden,2012,137.0
8,Maschwanden,2013,141.9
8,Maschwanden,2014,141.9
8,Maschwanden,2015,136.3
8,Maschwanden,2016,132.5
8,Maschwanden,2017,135.9
8,Maschwanden,2018,138.5
8,Maschwanden,2019,136.8
8,Maschwanden,2020,135.9
8,Maschwanden,2021,137.0
8,Maschwanden,2022,137.6
8,Maschwanden,2023,137.2
9,Mettmenstetten,2009,316.8
9,Mettmenstetten,2010,325.3
9,Mettmenstetten,2011,335.3
9,Mettmenstetten,2012,338.2
9,Mettmenstetten,2013,338.7
9,Mettmenstetten,2014,342.0
9,Mettmenstetten,2015,357.0
9,Mettmenstetten,2016,371.2
9,Mettmenstetten,2017,372.8
9,Mettmenstetten,2018,389.7
9,Mettmenstetten,2019,397.8
9,Mettmenstetten,2020,411.5
9,Mettmenstetten,2021,425.9
9,Mettmenstetten,2022,430.4
9,Mettmenstetten,2023,434.8
10,Obfelden,2009,614.6
10,Obfelden,2010,620.1
10,Obfelden,2011,629.9
10,Obfelden,2012,639.5
10,Obfelden,2013,643.8
10,Obfelden,2014,652.3
10,Obfelden,2015,663.2
10,Obfelden,2016,678.0
10,Obfelden,2017,707.3
10,Obfelden,2018,738.1
10,Obfelden,2019,757.3
10,Obfelden,2020,764.3
10,Obfelden,2021,761.2
10,Obfelden,2022,764.4
10,Obfelden,2023,772.8
11,Ottenbach,2009,478.7
11,Ottenbach,2010,484.3
11,Ottenbach,2011,493.8
11,Ottenbach,2012,497.8
11,Ottenbach,2013,497.0
11,Ottenbach,2014,510.4
11,Ottenbach,2015,515.3
11,Ottenbach,2016,517.7
11,Ottenbach,2017,513.3
11,Ottenbach,2018,509.6
11,Ottenbach,2019,517.6
11,Ottenbach,2020,540.1
11,Ottenbach,2021,547.5
11,Ottenbach,2022,568.3
11,Ottenbach,2023,588.8
12,Rifferswil,2009,133.3
12,Rifferswil,2010,137.0
12,Rifferswil,2011,142.0
12,Rifferswil,2012,145.7
12,Rifferswil,2013,146.0
12,Rifferswil,2014,152.1
12,Rifferswil,2015,160.7
12,Rifferswil,2016,163.6
12,Rifferswil,2017,166.8
12,Rifferswil,2018,170.5
12,Rifferswil,2019,171.6
12,Rifferswil,2020,174.6
12,Rifferswil,2021,174.9
12,Rifferswil,2022,174.8
12,Rifferswil,2023,174.0
13,Stallikon,2009,251.4
13,Stallikon,2010,263.1
13,Stallikon,2011,271.9
13,Stallikon,2012,274.5
13,Stallikon,2013,276.5
13,Stallikon,2014,273.9
13,Stallikon,2015,286.3
13,Stallikon,2016,302.2
13,Stallikon,2017,307.0
13,Stallikon,2018,305.8
13,Stallikon,2019,312.2
13,Stallikon,2020,314.9
13,Stallikon,2021,318.4
13,Stallikon,2022,320.7
13,Stallikon,2023,321.2
14,Wettswil,2009,1180.1
14,Wettswil,2010,1197.6
14,Wettswil,2011,1217.2
14,Wettswil,2012,1213.3
14,Wettswil,2013,1228.9
14,Wettswil,2014,1249.6
14,Wettswil,2015,1305.0
14,Wettswil,2016,1354.1
14,Wettswil,2017,1352.0
14,Wettswil,2018,1379.2
14,Wettswil,2019,1396.0
14,Wettswil,2020,1407.5
14,Wettswil,2021,1409.6
14,Wettswil,2022,1408.3
14,Wettswil,2023,1414.9
22,Benken,2009,136.7
22,Benken,2010,140.9
22,Benken,2011,144.4
22,Benken,2012,145.1
22,Benken,2013,146.0
22,Benken,2014,145.3
22,Benken,2015,151.5
22,Benken,2016,151.3
22,Benken,2017,151.1
22,Benken,2018,151.1
22,Benken,2019,149.6
22,Benken,2020,150.4
22,Benken,2021,149.5
22,Benken,2022,149.6
22,Benken,2023,150.0
23,Berg,2009,84.0
23,Berg,2010,84.8
23,Berg,2011,83.0
23,Berg,2012,83.1
23,Berg,2013,81.6
23,Berg,2014,82.0
23,Berg,2015,80.3
23,Berg,2016,80.3
23,Berg,2017,79.6
23,Berg,2018,80.9
23,Berg,2019,82.2
23,Berg,2020,84.6
23,Berg,2021,84.1
23,Berg,2022,84.2
23,Berg,2023,85.5
24,Buch,2009,82.1
24,Buch,2010,85.7
24,Buch,2011,87.8
24,Buch,2012,88.2
24,Buch,2013,90.3
24,Buch,2014,90.7
24,Buch,2015,94.4
24,Buch,2016,93.8
24,Buch,2017,95.3
24,Buch,2018,96.2
24,Buch,2019,96.4
24,Buch,2020,100.6
24,Buch,2021,101.0
24,Buch,2022,102.2
24,Buch,2023,101.6
25,Dachsen,2009,713.4
25,Dachsen,2010,721.6
25,Dachsen,2011,726.4
25,Dachsen,2012,726.8
25,Dachsen,2013,735.7
25,Dachsen,2014,743.9
25,Dachsen,2015,738.3
25,Dachsen,2016,739.0
25,Dachsen,2017,717.8
25,Dachsen,2018,720.3
25,Dachsen,2019,720.3
25,Dachsen,2020,718.8
25,Dachsen,2021,732.3
25,Dachsen,2022,733.5
25,Dachsen,2023,742.1
26,Dorf,2009,114.4
26,Dorf,2010,114.3
26,Dorf,2011,114.3
26,Dorf,2012,114.4
26,Dorf,2013,111.9
26,Dorf,2014,116.1
26,Dorf,2015,113.2
26,Dorf,2016,113.0
26,Dorf,2017,123.5
26,Dorf,2018,118.8
26,Dorf,2019,118.8
26,Dorf,2020,120.0
26,Dorf,2021,125.5
26,Dorf,2022,128.5
26,Dorf,2023,130.1
27,Feuerthalen,2009,1376.0
27,Feuerthalen,2010,1386.8
27,Feuerthalen,2011,1385.6
27,Feuerthalen,2012,1383.6
27,Feuerthalen,2013,1393.2
27,Feuerthalen,2014,1398.8
27,Feuerthalen,2015,1425.6
27,Feuerthalen,2016,1435.6
27,Feuerthalen,2017,1454.4
27,Feuerthalen,2018,1448.8
27,Feuerthalen,2019,1442.0
27,Feuerthalen,2020,1480.0
27,Feuerthalen,2021,1505.6
27,Feuerthalen,2022,1506.4
27,Feuerthalen,2023,1524.4
28,Flaach,2009,120.4
28,Flaach,2010,119.9
28,Flaach,2011,122.3
28,Flaach,2012,130.4
28,Flaach,2013,132.5
28,Flaach,2014,133.4
28,Flaach,2015,133.0
28,Flaach,2016,132.7
28,Flaach,2017,134.8
28,Flaach,2018,137.9
28,Flaach,2019,139.2
28,Flaach,2020,139.9
28,Flaach,2021,141.1
28,Flaach,2022,144.5
28,Flaach,2023,146.0
29,Flurlingen,2009,585.8
29,Flurlingen,2010,595.8
29,Flurlingen,2011,595.8
29,Flurlingen,2012,589.6
29,Flurlingen,2013,583.8
29,Flurlingen,2014,591.7
29,Flurlingen,2015,598.8
29,Flurlingen,2016,597.1
29,Flurlingen,2017,598.8
29,Flurlingen,2018,598.8
29,Flurlingen,2019,615.4
29,Flurlingen,2020,648.3
29,Flurlingen,2021,631.7
29,Flurlingen,2022,630.8
29,Flurlingen,2023,629.2
31,Henggart,2009,709.8
31,Henggart,2010,723.5
31,Henggart,2011,731.7
31,Henggart,2012,734.6
31,Henggart,2013,742.8
31,Henggart,2014,743.1
31,Henggart,2015,735.3
31,Henggart,2016,732.0
31,Henggart,2017,737.3
31,Henggart,2018,737.8
31,Henggart,2019,735.2
31,Henggart,2020,754.6
31,Henggart,2021,757.2
31,Henggart,2022,742.4
31,Henggart,2023,762.5
33,Kleinandelfingen,2009,201.2
33,Kleinandelfingen,2010,201.8
33,Kleinandelfingen,2011,196.5
33,Kleinandelfingen,2012,195.1
33,Kleinandelfingen,2013,198.1
33,Kleinandelfingen,2014,200.5
33,Kleinandelfingen,2015,201.0
33,Kleinandelfingen,2016,200.5
33,Kleinandelfingen,2017,201.8
33,Kleinandelfingen,2018,205.0
33,Kleinandelfingen,2019,201.8
33,Kleinandelfingen,2020,204.6
33,Kleinandelfingen,2021,207.2
33,Kleinandelfingen,2022,207.1
33,Kleinandelfingen,2023,212.9
34,Laufen-Uhwiesen,2009,242.6
34,Laufen-Uhwiesen,2010,241.8
34,Laufen-Uhwiesen,2011,245.3
34,Laufen-Uhwiesen,2012,249.6
34,Laufen-Uhwiesen,2013,259.5
34,Laufen-Uhwiesen,2014,261.6
34,Laufen-Uhwiesen,2015,262.2
34,Laufen-Uhwiesen,2016,263.0
34,Laufen-Uhwiesen,2017,267.0
34,Laufen-Uhwiesen,2018,271.4
34,Laufen-Uhwiesen,2019,279.7
34,Laufen-Uhwiesen,2020,283.0
34,Laufen-Uhwiesen,2021,283.0
34,Laufen-Uhwiesen,2022,283.0
34,Laufen-Uhwiesen,2023,287.8
35,Marthalen,2009,134.0
35,Marthalen,2010,136.7
35,Marthalen,2011,139.6
35,Marthalen,2012,138.8
35,Marthalen,2013,139.8
35,Marthalen,2014,140.4
35,Marthalen,2015,137.8
35,Marthalen,2016,137.0
35,Marthalen,2017,137.7
35,Marthalen,2018,134.3
35,Marthalen,2019,134.7
35,Marthalen,2020,136.2
35,Marthalen,2021,136.1
35,Marthalen,2022,137.6
35,Marthalen,2023,137.6
37,Ossingen,2009,102.9
37,Ossingen,2010,102.3
37,Ossingen,2011,103.0
37,Ossingen,2012,102.8
37,Ossingen,2013,103.6
37,Ossingen,2014,105.9
37,Ossingen,2015,108.5
37,Ossingen,2016,110.7
37,Ossingen,2017,119.5
37,Ossingen,2018,124.8
37,Ossingen,2019,127.2
37,Ossingen,2020,131.9
37,Ossingen,2021,129.6
37,Ossingen,2022,130.6
37,Ossingen,2023,129.6
38,Rheinau,2009,149.0
38,Rheinau,2010,145.6
38,Rheinau,2011,147.4
38,Rheinau,2012,150.7
38,Rheinau,2013,147.9
38,Rheinau,2014,146.9
38,Rheinau,2015,147.4
38,Rheinau,2016,145.7
38,Rheinau,2017,145.4
38,Rheinau,2018,147.7
38,Rheinau,2019,146.8
38,Rheinau,2020,144.1
38,Rheinau,2021,144.5
38,Rheinau,2022,143.4
38,Rheinau,2023,143.3
39,Thalheim,2009,125.0
39,Thalheim,2010,127.0
39,Thalheim,2011,136.0
39,Thalheim,2012,139.4
39,Thalheim,2013,142.2
39,Thalheim,2014,142.2
39,Thalheim,2015,140.2
39,Thalheim,2016,140.5
39,Thalheim,2017,143.2
39,Thalheim,2018,142.2
39,Thalheim,2019,146.0
39,Thalheim,2020,147.8
39,Thalheim,2021,151.3
39,Thalheim,2022,151.8
39,Thalheim,2023,159.2
40,Trüllikon,2009,104.2
40,Trüllikon,2010,103.9
40,Trüllikon,2011,103.8
40,Trüllikon,2012,102.7
40,Trüllikon,2013,103.5
40,Trüllikon,2014,106.0
40,Trüllikon,2015,106.1
40,Trüllikon,2016,111.3
40,Trüllikon,2017,110.3
40,Trüllikon,2018,111.1
40,Trüllikon,2019,110.5
40,Trüllikon,2020,110.4
40,Trüllikon,2021,110.9
40,Trüllikon,2022,111.4
40,Trüllikon,2023,114.0
41,Truttikon,2009,107.0
41,Truttikon,2010,107.2
41,Truttikon,2011,105.9
41,Truttikon,2012,105.0
41,Truttikon,2013,101.8
41,Truttikon,2014,104.5
41,Truttikon,2015,106.8
41,Truttikon,2016,105.9
41,Truttikon,2017,107.7
41,Truttikon,2018,108.6
41,Truttikon,2019,105.5
41,Truttikon,2020,102.3
41,Truttikon,2021,102.7
41,Truttikon,2022,105.5
41,Truttikon,2023,107.0
43,Volken,2009,94.5
43,Volken,2010,94.8
43,Volken,2011,93.9
43,Volken,2012,95.1
43,Volken,2013,93.3
43,Volken,2014,103.7
43,Volken,2015,103.7
43,Volken,2016,102.8
43,Volken,2017,103.1
43,Volken,2018,110.4
43,Volken,2019,115.9
43,Volken,2020,116.8
43,Volken,2021,119.5
43,Volken,2022,116.2
43,Volken,2023,115.9
51,Bachenbülach,2009,884.1
51,Bachenbülach,2010,901.9
51,Bachenbülach,2011,930.5
51,Bachenbülach,2012,934.5
51,Bachenbülach,2013,941.3
51,Bachenbülach,2014,947.3
51,Bachenbülach,2015,938.5
51,Bachenbülach,2016,945.9
51,Bachenbülach,2017,953.8
51,Bachenbülach,2018,969.5
51,Bachenbülach,2019,971.8
51,Bachenbülach,2020,979.7
51,Bachenbülach,2021,983.9
51,Bachenbülach,2022,979.3
51,Bachenbülach,2023,1005.8
52,Bassersdorf,2009,1209.1
52,Bassersdorf,2010,1229.4
52,Bassersdorf,2011,1241.0
52,Bassersdorf,2012,1249.1
52,Bassersdorf,2013,1259.0
52,Bassersdorf,2014,1264.8
52,Bassersdorf,2015,1286.0
52,Bassersdorf,2016,1284.9
52,Bassersdorf,2017,1289.5
52,Bassersdorf,2018,1297.9
52,Bassersdorf,2019,1316.1
52,Bassersdorf,2020,1327.1
52,Bassersdorf,2021,1329.6
52,Bassersdorf,2022,1340.7
52,Bassersdorf,2023,1351.9
53,Bülach,2009,1058.0
53,Bülach,2010,1085.6
53,Bülach,2011,1085.2
53,Bülach,2012,1113.5
53,Bülach,2013,1139.6
53,Bülach,2014,1170.7
53,Bülach,2015,1201.4
53,Bülach,2016,1211.4
53,Bülach,2017,1230.9
53,Bülach,2018,1269.4
53,Bülach,2019,1328.5
53,Bülach,2020,1368.2
53,Bülach,2021,1381.7
53,Bülach,2022,1469.1
53,Bülach,2023,1502.0
54,Dietlikon,2009,1670.4
54,Dietlikon,2010,1671.3
54,Dietlikon,2011,1681.8
54,Dietlikon,2012,1697.6
54,Dietlikon,2013,1710.7
54,Dietlikon,2014,1792.4
54,Dietlikon,2015,1802.1
54,Dietlikon,2016,1789.3
54,Dietlikon,2017,1821.1
54,Dietlikon,2018,1832.1
54,Dietlikon,2019,1848.8
54,Dietlikon,2020,1855.4
54,Dietlikon,2021,1856.8
54,Dietlikon,2022,1850.5
54,Dietlikon,2023,1893.6
55,Eglisau,2009,431.5
55,Eglisau,2010,464.0
55,Eglisau,2011,494.5
55,Eglisau,2012,517.7
55,Eglisau,2013,543.4
55,Eglisau,2014,546.4
55,Eglisau,2015,553.0
55,Eglisau,2016,567.0
55,Eglisau,2017,569.4
55,Eglisau,2018,572.2
55,Eglisau,2019,586.3
55,Eglisau,2020,604.3
55,Eglisau,2021,605.9
55,Eglisau,2022,607.5
55,Eglisau,2023,620.1
56,Embrach,2009,687.4
56,Embrach,2010,695.1
56,Embrach,2011,699.8
56,Embrach,2012,704.5
56,Embrach,2013,700.6
56,Embrach,2014,713.0
56,Embrach,2015,717.7
56,Embrach,2016,719.1
56,Embrach,2017,739.3
56,Embrach,2018,741.7
56,Embrach,2019,739.8
56,Embrach,2020,754.7
56,Embrach,2021,775.2
56,Embrach,2022,786.2
56,Embrach,2023,808.6
57,Freienstein-Teufen,2009,273.7
57,Freienstein-Teufen,2010,274.8
57,Freienstein-Teufen,2011,273.7
57,Freienstein-Teufen,2012,278.2
57,Freienstein-Teufen,2013,274.5
57,Freienstein-Teufen,2014,276.7
57,Freienstein-Teufen,2015,276.5
57,Freienstein-Teufen,2016,280.1
57,Freienstein-Teufen,2017,284.6
57,Freienstein-Teufen,2018,283.8
57,Freienstein-Teufen,2019,286.6
57,Freienstein-Teufen,2020,287.5
57,Freienstein-Teufen,2021,287.3
57,Freienstein-Teufen,2022,286.1
57,Freienstein-Teufen,2023,283.8
58,Glattfelden,2009,339.8
58,Glattfelden,2010,346.1
58,Glattfelden,2011,362.6
58,Glattfelden,2012,369.3
58,Glattfelden,2013,376.2
58,Glattfelden,2014,391.9
58,Glattfelden,2015,401.7
58,Glattfelden,2016,409.5
58,Glattfelden,2017,421.5
58,Glattfelden,2018,424.1
58,Glattfelden,2019,426.0
58,Glattfelden,2020,430.4
58,Glattfelden,2021,436.5
58,Glattfelden,2022,429.2
58,Glattfelden,2023,441.9
59,Hochfelden,2009,311.2
59,Hochfelden,2010,325.0
59,Hochfelden,2011,326.3
59,Hochfelden,2012,328.6
59,Hochfelden,2013,326.5
59,Hochfelden,2014,328.1
59,Hochfelden,2015,323.4
59,Hochfelden,2016,318.2
59,Hochfelden,2017,313.3
59,Hochfelden,2018,311.8
59,Hochfelden,2019,320.1
59,Hochfelden,2020,326.7
59,Hochfelden,2021,326.1
59,Hochfelden,2022,322.7
59,Hochfelden,2023,323.1
60,Höri,2009,505.0
60,Höri,2010,515.1
60,Höri,2011,513.6
60,Höri,2012,547.4
60,Höri,2013,552.2
60,Höri,2014,558.1
60,Höri,2015,553.2
60,Höri,2016,563.9
60,Höri,2017,570.4
60,Höri,2018,593.5
60,Höri,2019,603.1
60,Höri,2020,619.9
60,Höri,2021,634.8
60,Höri,2022,691.2
60,Höri,2023,732.1
61,Hüntwangen,2009,196.8
61,Hüntwangen,2010,191.9
61,Hüntwangen,2011,194.3
61,Hüntwangen,2012,203.2
61,Hüntwangen,2013,203.9
61,Hüntwangen,2014,205.7
61,Hüntwangen,2015,205.5
61,Hüntwangen,2016,207.3
61,Hüntwangen,2017,206.9
61,Hüntwangen,2018,209.8
61,Hüntwangen,2019,215.7
61,Hüntwangen,2020,217.6
61,Hüntwangen,2021,220.8
61,Hüntwangen,2022,222.9
61,Hüntwangen,2023,226.1
62,Kloten,2009,922.7
62,Kloten,2010,932.4
62,Kloten,2011,942.1
62,Kloten,2012,952.0
62,Kloten,2013,951.0
62,Kloten,2014,949.7
62,Kloten,2015,954.0
62,Kloten,2016,985.5
62,Kloten,2017,1003.2
62,Kloten,2018,1016.4
62,Kloten,2019,1038.7
62,Kloten,2020,1053.5
62,Kloten,2021,1071.7
62,Kloten,2022,1081.7
62,Kloten,2023,1097.8
63,Lufingen,2009,327.4
63,Lufingen,2010,338.3
63,Lufingen,2011,351.3
63,Lufingen,2012,353.8
63,Lufingen,2013,360.7
63,Lufingen,2014,368.8
63,Lufingen,2015,398.1
63,Lufingen,2016,424.3
63,Lufingen,2017,457.2
63,Lufingen,2018,462.7
63,Lufingen,2019,466.0
63,Lufingen,2020,494.4
63,Lufingen,2021,504.6
63,Lufingen,2022,533.4
63,Lufingen,2023,548.5
64,Nürensdorf,2009,510.6
64,Nürensdorf,2010,512.4
64,Nürensdorf,2011,517.7
64,Nürensdorf,2012,521.4
64,Nürensdorf,2013,526.4
64,Nürensdorf,2014,533.5
64,Nürensdorf,2015,541.5
64,Nürensdorf,2016,553.1
64,Nürensdorf,2017,554.1
64,Nürensdorf,2018,556.2
64,Nürensdorf,2019,554.3
64,Nürensdorf,2020,556.6
64,Nürensdorf,2021,566.7
64,Nürensdorf,2022,564.7
64,Nürensdorf,2023,570.4
65,Oberembrach,2009,96.1
65,Oberembrach,2010,94.9
65,Oberembrach,2011,98.3
65,Oberembrach,2012,100.7
65,Oberembrach,2013,107.5
65,Oberembrach,2014,107.2
65,Oberembrach,2015,104.7
65,Oberembrach,2016,104.9
65,Oberembrach,2017,103.8
65,Oberembrach,2018,103.4
65,Oberembrach,2019,108.0
65,Oberembrach,2020,107.7
65,Oberembrach,2021,105.5
65,Oberembrach,2022,106.3
65,Oberembrach,2023,105.9
66,Opfikon,2009,2687.2
66,Opfikon,2010,2777.5
66,Opfikon,2011,2846.2
66,Opfikon,2012,2860.1
66,Opfikon,2013,2912.3
66,Opfikon,2014,3045.5
66,Opfikon,2015,3294.5
66,Opfikon,2016,3469.0
66,Opfikon,2017,3540.8
66,Opfikon,2018,3616.4
66,Opfikon,2019,3730.2
66,Opfikon,2020,3733.0
66,Opfikon,2021,3743.6
66,Opfikon,2022,3772.7
66,Opfikon,2023,3825.9
67,Rafz,2009,371.5
67,Rafz,2010,375.5
67,Rafz,2011,378.2
67,Rafz,2012,381.1
67,Rafz,2013,388.2
67,Rafz,2014,395.1
67,Rafz,2015,404.9
67,Rafz,2016,409.4
67,Rafz,2017,416.2
67,Rafz,2018,426.5
67,Rafz,2019,434.2
67,Rafz,2020,431.7
67,Rafz,2021,436.4
67,Rafz,2022,436.0
67,Rafz,2023,444.2
68,Rorbas,2009,504.9
68,Rorbas,2010,525.3
68,Rorbas,2011,555.6
68,Rorbas,2012,561.2
68,Rorbas,2013,579.1
68,Rorbas,2014,605.6
68,Rorbas,2015,614.8
68,Rorbas,2016,626.5
68,Rorbas,2017,636.1
68,Rorbas,2018,627.6
68,Rorbas,2019,640.7
68,Rorbas,2020,640.7
68,Rorbas,2021,644.9
68,Rorbas,2022,646.2
68,Rorbas,2023,667.3
69,Wallisellen,2009,2063.9
69,Wallisellen,2010,2107.7
69,Wallisellen,2011,2171.5
69,Wallisellen,2012,2190.2
69,Wallisellen,2013,2289.0
69,Wallisellen,2014,2370.7
69,Wallisellen,2015,2415.3
69,Wallisellen,2016,2453.4
69,Wallisellen,2017,2454.3
69,Wallisellen,2018,2518.3
69,Wallisellen,2019,2600.6
69,Wallisellen,2020,2662.2
69,Wallisellen,2021,2672.7
69,Wallisellen,2022,2678.6
69,Wallisellen,2023,2721.4
70,Wasterkingen,2009,139.1
70,Wasterkingen,2010,141.9
70,Wasterkingen,2011,138.8
70,Wasterkingen,2012,138.8
70,Wasterkingen,2013,145.2
70,Wasterkingen,2014,144.2
70,Wasterkingen,2015,145.4
70,Wasterkingen,2016,141.9
70,Wasterkingen,2017,145.7
70,Wasterkingen,2018,140.6
70,Wasterkingen,2019,142.1
70,Wasterkingen,2020,143.1
70,Wasterkingen,2021,148.5
70,Wasterkingen,2022,149.0
70,Wasterkingen,2023,146.4
71,Wil,2009,144.3
71,Wil,2010,142.8
71,Wil,2011,144.5
71,Wil,2012,144.7
71,Wil,2013,146.3
71,Wil,2014,150.6
71,Wil,2015,153.3
71,Wil,2016,152.1
71,Wil,2017,156.9
71,Wil,2018,158.6
71,Wil,2019,164.3
71,Wil,2020,166.0
71,Wil,2021,169.2
71,Wil,2022,174.6
71,Wil,2023,175.9
72,Winkel,2009,478.6
72,Winkel,2010,484.8
72,Winkel,2011,481.9
72,Winkel,2012,504.2
72,Winkel,2013,516.4
72,Winkel,2014,514.0
72,Winkel,2015,523.1
72,Winkel,2016,538.8
72,Winkel,2017,556.9
72,Winkel,2018,557.1
72,Winkel,2019,559.2
72,Winkel,2020,574.7
72,Winkel,2021,601.0
72,Winkel,2022,600.1
72,Winkel,2023,608.5
81,Bachs,2009,62.5
81,Bachs,2010,62.6
81,Bachs,2011,62.0
81,Bachs,2012,62.7
81,Bachs,2013,66.3
81,Bachs,2014,65.4
81,Bachs,2015,63.9
81,Bachs,2016,65.7
81,Bachs,2017,64.3
81,Bachs,2018,63.2
81,Bachs,2019,64.9
81,Bachs,2020,67.0
81,Bachs,2021,69.0
81,Bachs,2022,69.6
81,Bachs,2023,71.0
82,Boppelsen,2009,329.8
82,Boppelsen,2010,328.1
